,clean2,sentiment,followers_count,in_reply_to_screen_name,favorited,friends_count
2125,vodafone 3g is strongest network as compared to airtel 4g network httpstcolksgog961r,-1.0,17,VishalPokar4,0,192
2126,you will probably claim ignorance saying dot told you tht but consider yourself informe httpstcok429xptoa8,-1.0,5090,anantha,0,1046
2127,22 your engineers have the same response every time i think i am going to consumer court now,-1.0,114,Airtel_Presence,0,44
2128,what is the actual problem i am running out of money i badly need my money i want the money to be refunded now asap,-1.0,11,Airtel_Presence,0,95
2129,400607 pincode just sharing your towers and signal will not help right i have logged so many compla httpstcozics5241gk,0.0,29,Airtel_Presence,0,80
2130,where i can get is that iphone case available to sale,0.0,21,airtelindia,0,36
2131,rt 4g crying pathetic speed in crossing republik ghaziabad fed up with the network edu00a0u00bdedu00b8u00a0edu00a0u00bdedu00b8u00a0,-1.0,9,,0,74
2132,thanks for responding after more than a day customer care  & amp is real fastedu00a0u00beedu00b4u00a3 below is th httpstcoduokn7en72,1.0,18,Airtel_Presence,0,90
2133,refer case 755422 741547 726242 696931 463476 pls read emails line by line and then revert pls stop harassment 33,0.0,4,Airtel_Presence,0,52
2134,still happening  & amp you have not confirmed if the ticket is still open why the radio silence,-1.0,934,seetu,0,252
2135,but have dropped that for no agents which is a bummer if you somehow reach one he httpstcot169vmya64,0.0,173,AbhimanyuNandy,0,275
2136,hello saloni whose taking charge if something happens to my phone in this time,-1.0,625,Airtel_Presence,0,1369
2137,following up for gstin updation from last 3 months with airtel sent mail evry day but thr is no respns poor service,-1.0,3,,0,18
2138,rt subscribed for 6 months plan and regretting every minute is there any grievance cell,0.0,54,,0,177
2139,open airtel my app and click on payment bank tab and then transfer otherwise you can contact httpstcovitjkzwpx0,1.0,424,meeramohanty,0,739
2140,stop being foppish ,-1.0,69,Airtel_Presence,0,527
2141,rt is now competing to become worst network of india thanks for your presence,-1.0,5,,0,19
2142,"via rvp ravi vs prasad  rt etinfotechnews   ""  airtelindia payments bank launches upi enabled payments httpstcos4egfbzmxq  ""  ",1.0,3418,,0,5002
2143,rt hello kindly assist with stated issue thank you  ^ osebi,0.0,853,,0,4660
2144,degradation of support facility leads to its low look into the matter httpstcongjah205z2,0.0,162,Airtel_Presence,0,165
2145,online support system seems dysfunctional multiple attempts thru need help and feedback have failed pl withdraw it,-1.0,10,Airtel_Presence,0,22
2146,hi explain this please gprs or e in place of 4g and this happens all the time httpstco7jjvn87sqw,0.0,26,,0,51
2147,i order online get free sim delivery so i think i do not need to visit any store,0.0,1162,Airtel_Presence,0,1941
2148,as even is not helping resolve my case with regd 4 months ago i am now for httpstcor2l1kkdter,-1.0,277,SDey_96,0,931
2149,i have by mistake done recharge to a wrong number and your team has rectified the error in an hour great and amazing job,1.0,1,Airtel_Presence,0,16
2150,hello kindly assist with stated issue thank you  ^ osebi,0.0,152533,imarunksingh,0,15818
2151,fukin open network i raised a request on 15 august 2017 still are pending what is type of your serv httpstco36kgtvbo0w,-1.0,19,Airtel_Presence,0,309
2152,continue in this site who option in fill up my details,0.0,9,ManiBhushanGarg,0,106
2153,i lost my airtel sim 2months back is there any chance i can get it back,1.0,7,Airtel_Presence,0,73
2154,i was not interested next time i will not be so civil be warned  if they or anyone else from a httpstcoqzb9cx2lk0,-1.0,236,vocabartist,0,945
2155,do you guys remove old data bal on additional top up recharges did this to me,-1.0,17,airtelindia,0,84
2156,i am not getting star sport 1,0.0,27,Airtel_Presence,0,16
2157,ref no cbnrv30905576397 mobileno 9005336167cmplnt not resolved no rply fr mail sent to nodal  & amp appellate,0.0,12,Airtel_Presence,0,216
2158,rt but we just linked mobile to phone because government askedwho the hell a,0.0,18307,,0,6027
2159,sorry this timw no trust in,-1.0,84,Airtel_Presence,0,1299
2160,rt i have to admit it taking was my biggest mistake they would not focus on solving customer is,-1.0,10,,0,374
2161,ok i will do that but what about my money and net pack when both issue will be solve airtel is serious for services,0.0,5,Airtel_Presence,0,76
2162,dear my upc iz gonna xpireif you didnt wnt me 2 swch to airtelu shd nt have wsted my time convincing me rqst id 97762133743190,-1.0,184,,0,290
2163,can i get a number through which i can directly talk with the customer service,0.0,8,airtelindia,0,12
2164,try relience jio beside of high speed internet they are best in customer service to httpstco01laljn66p,0.0,1830,the_ravimehta,0,185
2165,i visited yesti ws sent bak bcs i hd stampedu00a0u00bdedu00b3u00b8 instead of passport & ampi visited it was done wid nopaperwork,0.0,68,narendramodi,0,310
2166,ref no 79394347bill overchargedexpect max bill 435last month i paid 1000 for two monthagain r httpstco46ntk4cisz,0.0,20,Airtel_Presence,0,48
2167,sms me for apgred  & ampreplies old sim free but hudkeshwar road nagpur  & amp shatabdi sq nagpur operator need nomey for that @ rsprasad,0.0,45,airtelindia,0,150
2168,a very quaint pointer i say given that i am already registered for dnd,0.0,60574,Airtel_Presence,0,0
2169,hello shameless airtel i visited store n your store mananger sudhakar help me uploading all doc o httpstcoy6sb1fncd7,-1.0,26,Airtel_Presence,0,129
2170,need an urgent call from your airtel digital tv team,0.0,194,Airtel_Presence,0,551
2171,and fr which bill transaction amount,0.0,0,Airtel_Presence,0,26
2172,chg to airtel thy provide better services  & amp plans a httpstcourjrptagou,0.0,24,exclusive_shail,0,89
2173,hello not able to use data as you have accumulated really sorry to say signals are full but no data no speedwhat to do,0.0,2,Airtel_Presence,0,6
2174,how to activate this 429 plan using avail httpstcoghrfevfqar,0.0,143,Ankitcool27,0,212
2175,hopefully i get it neha s,0.0,81,Airtel_Presence,0,106
2176,give some respect to customers  stupid fellows  do not go for go for or,-1.0,11,SUNDIRECTIndia,0,85
2177,it is a shame to see no action being taken ,-1.0,77,Airtel_Presence,0,817
2178,no manaager call back arranged yet  still waiting for response so irresponsible,0.0,9,Airtel_Presence,0,62
2179,rt asset transfer publictoprivate  ( disinvestment  and  li,-1.0,18307,,0,6028
2180,the worst customer service problem with landline not getting resolved at all,-1.0,117,airtelindia,0,463
2181,no outgoing calls or data says bill unpaid when i try to pay the bill the site says enter a valid number,-1.0,77,Airtel_Presence,0,45
2182,still no resolution on 79389847,0.0,12,airtelindia,0,23
2183,if you are using payment bank aap then transect on your own risk they do not keep record of payment made through card,0.0,4179,,0,1235
2184,hi as you said i replaced the sim got the services activated on new sim still same issue takes httpstcopfok6wolfq,0.0,116,Airtel_Presence,0,427
2185,worst network i ever used hate the day when i thought to port out from fake adds hell to your 4g 3g and all,-1.0,116,airtelindia,0,71
2186,and one more issue since i have recharged for 399 pack not able talk for more than 2 mins voice ju httpstcofaj9gfckfm,-1.0,9,Airtel_Presence,0,96
2187,wrong billing received from airtel  tried connecting help desk twice  can some one please help,0.0,19,Airtel_Presence,0,43
2188,my complaint number is cbdmo20915404542 registered on 15sep2017 cannot share screenshot right n httpstcoaksbuvgk4a,0.0,0,Airtel_Presence,0,66
2189,help should i move back to 3g sim  httpstco3xps8bahio,0.0,136,Airtel_Presence,0,78
2190,i have three airtel connections at my home  & amp all three have the similar issues even my whole apa httpstcozujvmnyclw,0.0,4,Airtel_Presence,0,52
2191,rt this is true this is happening to one of my colleagues as well,0.0,18306,,0,6027
2192,worst service provider ever not getting the channel,-1.0,27,airtelindia,0,16
2193,received msg reg change of ownership hv confirmed the same delighted for your response hope the httpstconwtl3oa20k,0.0,25,Airtel_Presence,0,54
2194,your bdband srvcs r down since last 1 hr and will tak 23 hrs to fix as pr ccwho will tak cr of my busins loss,-1.0,73,airtelindia,0,39
2195,do not buy airtel postpaid they wont let you cancel when you want to they will harass you with bills,-1.0,13,airtelindia,0,28
2196,very weak signal in gaur cityan area with more than 50k flatsready to loose more customers httpstcomq8fno8kpt,0.0,10,Airtel_Presence,0,69
2197,you have degraded your service s day after day your claim to he fastest internet is falsein city like mumbai  ( 1n,-1.0,29,airtelindia,0,84
2198,but jealous not giving jio recharge option httpstco0myye0ssgm,-1.0,45,,0,156
2199,rt man really getting fed up with airtel it sucks to the core,-1.0,115,,0,286
2200,got my number port from airtel postpaid to vodafone unable to contact customer care poor service really frustated,0.0,1,VodafoneIN,0,91
2201,rt since linking his phone to sr says his gas subsidy without his consent is going to and he mu,0.0,7,,0,0
2202,i got that done myself by calling customer service and spending 30 mins on it,0.0,4,Airtel_Presence,0,14
2203,see wt speed you gvworst httpstcoygfzvhluog,-1.0,67,Airtel_Presence,0,195
2204,rt cos like are fooling you is not neede,-1.0,9,,0,0
2205,i got my 4g sim upgraded from airtel store and they charge me rs 25 is this chargeable or free,0.0,36,Vijay305003,0,5
2206,same issue faced by me airtel net is nt wrking fine though i have 1gb httpstcodt2sh0xoyi,-1.0,74,Madhur_Awsm,0,75
2207,be aware of it is meant for grabbing your money to compensate their loss due to,-1.0,2,Airtel_Presence,0,7
2208,payment sent from airtel upi to phonepe account failed but money debited from account and showing succ httpstcoh2mvnrr7kh,-1.0,26,airtelindia,0,154
2209,looking to port out from   any offers,1.0,156,,0,104
2210,i payed money for a connection last sunday and i have not received any communication from your end httpstconnhbzp1jms,0.0,12,Airtel_Presence,0,12
2211,it is on all of mobile numbers god i feel so pissed off when it happens,-1.0,55,Airtel_Presence,0,215
2212,dr jyoti m alrdy n infnty 499 incl of bns 10gb we r gtg oly 15gb cmpre to prpd its mre exp pls provide some more data,0.0,159,Airtel_Presence,0,1181
2213,rt i hv recharged 244 in my airtel now is denying the offer mentioned in my airte,0.0,3,,0,7
2214,rt it is a shame that does not allow the otp to come through from the app  chuthiyappa to a new leve,-1.0,25,,0,0
2215,poor to zero network in alibaug and near by areaspls work for it,-1.0,182,airtelindia,0,322
2216,my number is 7970734008 i have bank transaction i would onlyand httpstcoh6mon1fnkh,0.0,4,Airtel_Presence,0,38
2217,it is already been 2 days and you r still working strange but expectedi know how efficient you are httpstcog1tvt2oblf,-1.0,13,Airtel_Presence,0,213
2218,very poor network and service such bad approach will come to a dead position very shortly 9437481044,-1.0,26,Airtel_Presence,0,102
2219,rt i can receive incoming calls and sms but outgoing calls and sms are barred  airtel i,-1.0,40056,,0,240
2220,address silver complexnrbaroda express highwayctm ahmedabad gujarat pincode380026 contact httpstcoc3yv7m0ucz,0.0,49,Airtel_Presence,0,286
2221,i think after connectn you dnt care about client and their concern as per plan we got 125gb n you cap at 90 n whr us bonus data,-1.0,63,airtelindia,0,88
2222,rt its airtel 4g home wifi router connects 32 devices run on data c,1.0,37509,,0,8303
2223,rt  stop spamming and misleading your consumers on a sub judice matter proceeding is still,-1.0,937,,0,220
2224,company lyk cannot even give proper asst to their customer how thy claims highest 4g httpstcorveuqbmmvy,0.0,20,,0,225
2225,mr ajay i would do that but before you please tell me why i cannot call to 198 or 121,0.0,104,Airtel_Presence,0,46
2226,now going to change this dth and also suggest everybody do not buy airtel dth bad service  fake facility  worst executives,-1.0,107,airtelindia,0,1230
2227,rt you idiots are recording my phone calls for last 10 years are you going to put that recording in your ass i wil,-1.0,576,,0,1278
2228,i have not received any call from your representative yet,0.0,14,Airtel_Presence,0,41
2229,how to get this amount back asap,0.0,15,Airtel_Presence,0,246
2230,feasibility is availablecan you share plan details only for landline,0.0,12,Airtel_Presence,0,15
2231,please make star sports add on available before the weekend,0.0,10620,Airtel_Presence,0,752
2232,when providing adhaar is not mandatory y you r sendin msg again n again,0.0,29,Airtel_Presence,0,104
2233,airtel wallet is a complete no the wallet does not work but takes your money away,0.0,12,airtelindia,0,47
2234,05224047082 if you cannot end the fairt tale of unplanned outage  you all are incapable to discharge your duties,0.0,56,airtelindia,0,410
2235,been trying to call airtel customer care but everytime i do so it says wrong number does not it connect when in roaming,0.0,134,airtelindia,0,310
2236,i do not understand what makes you the best service provider least concerned about customer service httpstcovtlezxzrey,0.0,126,,0,148
2237,rt hello kindly assist with stated issue thank you  ^ osebi,0.0,906,,0,5002
2238,airtel dth channels are not working goodsome channels are not working prooerlyin kanjurmarg eastlodha aurum,-1.0,1,Airtel_Presence,0,13
2239,i have already applied for port look into the matter asap,0.0,11,Airtel_Presence,0,25
